pitch,mph,exit_velocty,pitcher,batter,dist,spin_rate,launch_angle,zone,date,count,inning,pitch_result,pitch_id
SI,92.7,65.0,"Tanaka, Masahiro","Springer, George",150,2110,60,8,2017-10-18,0-0,Top 5,foul,3b348d6a-6a79-4031-bc4b-e7183b3b25c8
SL,86.1,73.0,"Tanaka, Masahiro","Springer, George",231,2521,42,6,2017-10-18,2-2,Top 3,hit_into_play,e3bb7c7e-290a-4e78-ae36-a7675ce3d9b3
FS,88.8,,"Tanaka, Masahiro","Springer, George",,1485,,9,2017-10-18,2-1,Top 3,foul,1c821b26-2386-4862-a1ec-4f5351820af1
SI,93.0,,"Tanaka, Masahiro","Springer, George",,2102,,13,2017-10-18,1-1,Top 3,ball,3997a891-b22c-48a7-a7fa-9ff506477382
FS,89.1,,"Tanaka, Masahiro","Springer, George",,1510,,14,2017-10-18,0-1,Top 3,ball,a458c25b-14ac-48d3-bf32-fea5b819acfd
SI,91.7,,"Tanaka, Masahiro","Springer, George",,2031,,7,2017-10-18,0-0,Top 3,called_strike,49921935-92e8-46f5-8da5-10ef2f8bcd90
FF,98.5,89.2,"Kahnle, Tommy","Springer, George",,2266,39,6,2017-10-18,0-0,Top 8,hit_into_play,df253ad5-abbb-415c-9af5-669fb061ff72
FF,94.0,98.0,"Tanaka, Masahiro","Springer, George",336,2197,42,14,2017-10-18,2-2,Top 1,hit_into_play,e84db12e-d958-4351-9cc2-e74be38a75df
FF,93.6,73.6,"Tanaka, Masahiro","Springer, George",203,2114,34,6,2017-10-18,2-1,Top 1,foul,6e3cec3f-9355-479d-8aab-daf9d4849939
SL,83.2,,"Tanaka, Masahiro","Springer, George",,2428,,8,2017-10-18,2-0,Top 1,called_strike,72770dcb-db8f-449d-a10c-37b25bc7aae3
FF,91.4,,"Tanaka, Masahiro","Springer, George",,2119,,14,2017-10-18,1-0,Top 1,ball,13163208-f9e4-4682-af4c-1a946c82ad66
SL,82.6,,"Tanaka, Masahiro","Springer, George",,2440,,14,2017-10-18,0-0,Top 1,ball,855a7119-e297-4fcd-ba5e-e4da5d99e76b
FT,93.4,,"Gray, Sonny","Springer, George",,2519,,14,2017-10-17,3-0,Top 6,ball,12292e53-69b2-4fca-9468-62ac539cee98
FT,91.5,,"Gray, Sonny","Springer, George",,1986,,14,2017-10-17,2-0,Top 6,ball,b85d6c3b-7a10-48da-9963-8e8cfc02d0c1
FF,90.7,,"Gray, Sonny","Springer, George",,2439,,13,2017-10-17,1-0,Top 6,ball,9495313f-68f3-4eda-9124-d26ea0a502b3
FT,89.6,,"Gray, Sonny","Springer, George",,1835,,11,2017-10-17,0-0,Top 6,ball,2eb44769-87a9-4939-9d02-d980ecef1a8d
FF,90.0,73.3,"Gray, Sonny","Springer, George",8,2500,-17,6,2017-10-17,1-0,Top 3,hit_into_play,a0f6ee28-0557-44b5-b754-9b85b4a5292e
FT,92.8,,"Gray, Sonny","Springer, George",,2413,,14,2017-10-17,0-0,Top 3,ball,cb173d78-156b-4b0f-9dda-c75af7402108
FF,96.7,105.1,"Green, Chad","Springer, George",28,2315,-3,6,2017-10-17,2-2,Top 7,hit_into_play,881faef8-57bc-4294-bc8e-2a0ba819fb10
FF,96.4,,"Green, Chad","Springer, George",,2377,,2,2017-10-17,2-1,Top 7,swinging_strike,05db7689-f05a-46f6-b7ca-d8954b3b68d0
FF,96.2,,"Green, Chad","Springer, George",,2345,,13,2017-10-17,1-1,Top 7,ball,149831e2-ef44-4377-bf57-976fe9d45bb8
FF,95.4,,"Green, Chad","Springer, George",,2384,,8,2017-10-17,1-0,Top 7,called_strike,aad095eb-888a-4698-a5f4-198e5af6d861
SL,87.4,,"Green, Chad","Springer, George",,2275,,14,2017-10-17,0-0,Top 7,ball,469813f5-9efb-4d40-bf21-6a751a70e113
FF,92.7,91.0,"Gray, Sonny","Springer, George",13,2582,-7,9,2017-10-17,2-1,Top 1,hit_into_play,924c510e-c3f2-4272-82f1-0ce0263d2d79
FF,91.2,,"Gray, Sonny","Springer, George",,2554,,14,2017-10-17,1-1,Top 1,ball,1f0cf035-0970-4cc3-9f5d-f7aafdc26f06
FT,91.1,,"Gray, Sonny","Springer, George",,2032,,13,2017-10-17,0-1,Top 1,ball,c0bc3644-17d0-48eb-ab31-261cfa923c58
FF,93.4,,"Gray, Sonny","Springer, George",,2500,,5,2017-10-17,0-0,Top 1,called_strike,af243e14-50ac-4b69-a2a5-075425d246ec
FC,90.3,75.1,"Sabathia, CC","Springer, George",184,2313,16,4,2017-10-16,0-1,Top 5,hit_into_play,11abf829-2400-4ae8-9a55-cb31b1a70aa7
FC,91.0,,"Sabathia, CC","Springer, George",,2274,,13,2017-10-16,0-0,Top 5,called_strike,7272b89f-3816-44f3-9b54-0a33d762e5f2
FC,90.6,,"Sabathia, CC","Springer, George",,2113,,13,2017-10-16,3-1,Top 3,ball,433d65ce-add9-432f-80d8-d15693bd6f02
FC,92.0,,"Sabathia, CC","Springer, George",,2093,,5,2017-10-16,3-0,Top 3,called_strike,355a9175-d70e-4e29-8dd1-c3121a68a439
SI,91.6,,"Sabathia, CC","Springer, George",,2055,,8,2017-10-16,2-0,Top 3,ball,27ba105a-0dbe-4479-8b65-44eb95a2c526
CH,85.4,,"Sabathia, CC","Springer, George",,1827,,14,2017-10-16,1-0,Top 3,ball,6e041d08-935a-4d92-a23a-52bbad479295
SL,79.7,,"Sabathia, CC","Springer, George",,2257,,8,2017-10-16,0-0,Top 3,ball,a63a2f5c-410c-4b75-ba3c-63bd17fef9e3
SL,85.9,,"Warren, Adam","Springer, George",,2141,,14,2017-10-16,2-2,Top 7,swinging_strike,26caeaf5-07b5-468a-8a5d-77eee3141078
SL,85.2,73.1,"Warren, Adam","Springer, George",179,2078,66,3,2017-10-16,2-2,Top 7,foul,37e1683b-a49f-4a02-b042-428b9de12c11
FF,91.1,,"Warren, Adam","Springer, George",,2039,,12,2017-10-16,1-2,Top 7,ball,bf97fd37-d3c3-4da6-a7b6-252305d6da54
SL,84.3,,"Warren, Adam","Springer, George",,2077,,7,2017-10-16,1-1,Top 7,foul,59dc1ec6-c1d0-4f20-9233-28942f676c4c
FF,90.5,,"Warren, Adam","Springer, George",,2168,,1,2017-10-16,0-1,Top 7,ball,1a79798d-77ab-406f-9aa4-000d19d367ac
FF,90.3,,"Warren, Adam","Springer, George",,2152,,13,2017-10-16,0-0,Top 7,called_strike,d82a765f-0470-4520-9182-3be7a8a878e4
CH,91.8,,"Kahnle, Tommy","Springer, George",,1578,,9,2017-10-16,1-2,Top 9,foul_tip,df6c587a-f71b-49e4-a7bb-636df3c59435
FF,97.8,,"Kahnle, Tommy","Springer, George",,2220,,14,2017-10-16,1-1,Top 9,called_strike,7e7f8dd9-5db4-47d5-9f34-6e9c543d2664
CH,91.3,,"Kahnle, Tommy","Springer, George",,1475,,14,2017-10-16,0-1,Top 9,ball,b4b2dc41-fecb-4fb0-9ddf-119b95227350
FF,97.0,,"Kahnle, Tommy","Springer, George",,2347,,1,2017-10-16,0-0,Top 9,called_strike,eb30146e-5573-4d19-8cd7-d02ffb4fcb7d
SI,90.2,53.6,"Sabathia, CC","Springer, George",4,1892,-25,9,2017-10-16,0-0,Top 1,hit_into_play,134c7f0c-dced-4a3a-acc3-efd8e69a2ee0
FF,99.3,73.6,"Severino, Luis","Springer, George",69,2500,81,12,2017-10-14,2-2,Bot 3,hit_into_play,45805e13-6863-41f4-8aa9-68b1b3ad2754
SL,89.5,,"Severino, Luis","Springer, George",,2988,,14,2017-10-14,2-1,Bot 3,swinging_strike,0547f6a2-68c6-40b4-aa04-7f7635033e37
FF,98.0,,"Severino, Luis","Springer, George",,2232,,11,2017-10-14,1-1,Bot 3,ball,f1dd34af-c7a1-4afb-8abf-59d4de6fd757
SL,90.5,,"Severino, Luis","Springer, George",,,,6,2017-10-14,1-0,Bot 3,called_strike,21f9b8f9-36d0-4549-8e90-5f2caeac3331
CH,85.8,,"Severino, Luis","Springer, George",,1699,,1,2017-10-14,0-0,Bot 3,ball,f9f37284-f7aa-4280-b9d1-75765fb82a8c
FC,93.5,85.5,"Robertson, David","Springer, George",7,2593,-13,8,2017-10-14,0-0,Bot 8,hit_into_play,244b3249-b9a8-4dc1-b343-ba5c378cf132
FF,96.2,66.9,"Kahnle, Tommy","Springer, George",13,2172,-14,3,2017-10-14,3-2,Bot 6,hit_into_play,5d02f847-2d37-49b7-aa57-c33f313f0788
FF,95.9,,"Kahnle, Tommy","Springer, George",,2210,,14,2017-10-14,3-1,Bot 6,foul,4f8ad709-c8d9-4e99-880e-56f492098872
FF,97.7,,"Kahnle, Tommy","Springer, George",,2251,,9,2017-10-14,3-0,Bot 6,called_strike,dd476c97-ea50-483f-b360-b494c2847f09
FF,97.9,,"Kahnle, Tommy","Springer, George",,2240,,14,2017-10-14,2-0,Bot 6,ball,de632d42-c234-4ea9-96d1-15c3622e0edc
CH,89.8,,"Kahnle, Tommy","Springer, George",,1391,,14,2017-10-14,1-0,Bot 6,ball,9618e10c-2a21-4ed3-8f2b-25d064419531
FF,98.1,,"Kahnle, Tommy","Springer, George",,2256,,14,2017-10-14,0-0,Bot 6,ball,25261726-0ab7-4e5a-bf2a-16728ab82a6f
FF,96.3,85.7,"Severino, Luis","Springer, George",301,2381,30,5,2017-10-14,1-1,Bot 1,hit_into_play,b5e08d47-2317-4bf3-bf88-6dc1e4a12d46
FF,98.2,,"Severino, Luis","Springer, George",,2352,,2,2017-10-14,1-0,Bot 1,swinging_strike,b430a183-b31a-459f-97d6-cd61e6236343
FF,97.2,,"Severino, Luis","Springer, George",,2346,,14,2017-10-14,0-0,Bot 1,ball,9d4fddcd-2af6-49f9-af33-ace26507b8ba
FF,94.9,101.5,"Tanaka, Masahiro","Springer, George",396,2375,30,12,2017-10-13,3-2,Bot 5,hit_into_play,5c252260-cbe9-4704-a322-010bedb7e5ad
FF,95.0,,"Tanaka, Masahiro","Springer, George",,2368,,11,2017-10-13,2-2,Bot 5,ball,b6320841-e5da-4321-b7d6-bb99be654042
FF,94.4,86.5,"Tanaka, Masahiro","Springer, George",298,2312,40,14,2017-10-13,2-2,Bot 5,foul,77a6c978-7338-4401-aa1a-d454d0348ce9
SL,86.1,59.6,"Tanaka, Masahiro","Springer, George",156,2580,40,4,2017-10-13,2-2,Bot 5,foul,e95f1587-3bbc-4556-be3f-51b503b20925
FS,89.6,,"Tanaka, Masahiro","Springer, George",,1525,,14,2017-10-13,1-2,Bot 5,ball,eef0954c-6c2d-4ac7-8c17-e07a9c3a6974
SL,85.8,,"Tanaka, Masahiro","Springer, George",,2506,,14,2017-10-13,0-2,Bot 5,ball,52dd4967-39cb-41d9-b8fc-93d7c492b579
SI,91.4,,"Tanaka, Masahiro","Springer, George",,2087,,7,2017-10-13,0-1,Bot 5,swinging_strike,a6a27bd1-a010-40fc-a814-d3740e9aa90f
CU,75.7,59.1,"Tanaka, Masahiro","Springer, George",139,2513,59,4,2017-10-13,0-0,Bot 5,foul,43b77aa0-35e1-4295-bd99-b1c3d4748e44
FF,94.3,,"Tanaka, Masahiro","Springer, George",,2391,,6,2017-10-13,2-2,Bot 3,swinging_strike,518c61d2-5074-447a-8191-5f401d76c0eb
FF,93.3,,"Tanaka, Masahiro","Springer, George",,2289,,11,2017-10-13,1-2,Bot 3,ball,6f239ef6-c9ac-4e7b-880f-b82de1460591
SL,84.8,,"Tanaka, Masahiro","Springer, George",,2406,,6,2017-10-13,1-1,Bot 3,swinging_strike,da579689-ff4b-4cde-9522-2b37227c14e2
FS,88.0,,"Tanaka, Masahiro","Springer, George",6,1441,,6,2017-10-13,1-0,Bot 3,swinging_strike,d4a162f8-79f9-4672-98bb-123b7f726fd0
SI,92.1,,"Tanaka, Masahiro","Springer, George",,2228,,13,2017-10-13,0-0,Bot 3,ball,ef287c85-a89b-4859-b580-0547cc928640
FF,97.2,,"Green, Chad","Springer, George",,2593,,12,2017-10-13,0-2,Bot 8,swinging_strike,695dc93c-2ec5-4cb0-9951-fa3e2a097e9c
SL,88.6,,"Green, Chad","Springer, George",,2343,,14,2017-10-13,0-1,Bot 8,called_strike,6423543b-73a2-4c7d-9c57-39710fc56db4
FF,95.4,,"Green, Chad","Springer, George",,2541,,8,2017-10-13,0-0,Bot 8,called_strike,d9293a56-1500-4589-b21a-7539a7c9e917
FF,92.8,,"Tanaka, Masahiro","Springer, George",,2347,,14,2017-10-13,3-1,Bot 1,ball,78fa2897-647c-44b2-ad1c-a1531c48f3a4
SL,85.2,,"Tanaka, Masahiro","Springer, George",,2632,,14,2017-10-13,2-1,Bot 1,ball,20d199c1-0b4d-4f4c-9545-d7f608d1323b
SI,91.1,,"Tanaka, Masahiro","Springer, George",,2087,,11,2017-10-13,1-1,Bot 1,ball,0ab97b75-70a9-488c-8eb2-59a8d07ca7db
FF,92.8,,"Tanaka, Masahiro","Springer, George",,2324,,14,2017-10-13,1-0,Bot 1,called_strike,68b9f883-909c-4cf1-a596-21fd718966bb
FF,92.0,,"Tanaka, Masahiro","Springer, George",,2233,,11,2017-10-13,0-0,Bot 1,ball,8987d31a-f89a-4ada-bc7f-80ac126b5fc9
FF,97.3,95.7,"Sale, Chris","Springer, George",180,2458,12,3,2017-10-09,2-2,Top 7,hit_into_play,c7f20719-3d60-4938-9508-86ec9a1380c2
SL,82.4,,"Sale, Chris","Springer, George",,2771,,13,2017-10-09,1-2,Top 7,ball,a945885d-cad2-4242-b862-6c5d0c69f604
SL,82.5,,"Sale, Chris","Springer, George",,2809,,8,2017-10-09,1-1,Top 7,swinging_strike,da4c816b-568c-42cb-97ca-35f209db8f15
SL,85.9,100.0,"Porcello, Rick","Springer, George",217,2407,12,6,2017-10-09,2-1,Top 2,hit_into_play,b3c658f3-5e80-424a-b1d1-a26764a0d451
SL,82.0,,"Sale, Chris","Springer, George",,2664,,13,2017-10-09,0-1,Top 7,ball,e58aac2e-7dc8-4fc3-8bb1-dfe393931dec
SL,85.9,,"Porcello, Rick","Springer, George",,2477,,14,2017-10-09,1-1,Top 2,blocked_ball,6b7506ba-b5a0-4272-b617-606473558e90
FT,92.0,,"Porcello, Rick","Springer, George",,2302,,11,2017-10-09,0-1,Top 2,ball,f0ebd72f-bfb3-4773-b042-6fc4e84499ca
CH,88.3,,"Sale, Chris","Springer, George",,2097,,6,2017-10-09,0-0,Top 7,called_strike,c9048f86-5afe-424f-afc1-70d4617d0281
SL,86.3,,"Porcello, Rick","Springer, George",,2480,,14,2017-10-09,0-0,Top 2,called_strike,e8a42243-c846-4487-9854-313a9fe12360
FF,96.6,80.0,"Sale, Chris","Springer, George",,2460,69,4,2017-10-09,3-2,Top 4,hit_into_play,844b1d3e-66dc-404b-b6db-5180fb2e7935
FF,98.3,43.4,"Sale, Chris","Springer, George",13,2395,-10,12,2017-10-09,3-2,Top 4,foul,c88e56be-b06c-43bf-b0fb-ebbba559f09f
SL,84.1,,"Sale, Chris","Springer, George",,2723,,13,2017-10-09,2-2,Top 4,ball,1d7d9b23-4ac2-43b2-8a81-4021584a1750
SL,83.3,,"Sale, Chris","Springer, George",,2695,,7,2017-10-09,2-1,Top 4,swinging_strike,39401aaf-0023-4f95-8aee-9e1aa4b1ef63
FF,96.3,,"Sale, Chris","Springer, George",,2501,,4,2017-10-09,2-0,Top 4,called_strike,9af45242-0d5a-40f2-a015-db9838a47c0a
FF,95.8,,"Sale, Chris","Springer, George",,2491,,13,2017-10-09,1-0,Top 4,ball,fba42b00-1b8d-4cde-809c-68fcc3953ddf
CH,92.2,,"Sale, Chris","Springer, George",,2144,,14,2017-10-09,0-0,Top 4,ball,d0be588f-4bdf-415d-897f-49e455dc9b53
FF,99.4,,"Kimbrel, Craig","Springer, George",,2390,,12,2017-10-09,3-1,Top 8,ball,8117dc54-0ece-4c51-9ce2-62367873e291
FF,93.9,104.5,"Porcello, Rick","Springer, George",375,2584,20,5,2017-10-09,1-2,Top 1,hit_into_play,b36f13b5-e523-477b-871e-e2e0a8d4273a
FF,100.0,43.8,"Kimbrel, Craig","Springer, George",4,2423,-31,6,2017-10-09,3-0,Top 8,foul,9b8e7645-f137-4803-97f5-132fcf5353b9
FF,101.2,,"Kimbrel, Craig","Springer, George",,2445,,14,2017-10-09,2-0,Top 8,ball,1af5b7ba-91bf-4ca8-a363-8d75361658aa
FF,92.0,,"Porcello, Rick","Springer, George",,2335,,1,2017-10-09,1-1,Top 1,foul,b4af99b2-1e15-4a54-a43a-d79a6cf312ef
FF,100.7,,"Kimbrel, Craig","Springer, George",,2476,,14,2017-10-09,1-0,Top 8,ball,433b5c1d-8824-47a0-b4ec-8cf36a1f3621
FF,91.2,,"Porcello, Rick","Springer, George",,2347,,11,2017-10-09,0-1,Top 1,ball,aac04e4b-62cf-4214-9d24-8159c377de21
FF,99.3,,"Kimbrel, Craig","Springer, George",,2502,,12,2017-10-09,0-0,Top 8,ball,8061107d-7bd8-45be-854c-e02464c82056
FF,93.5,,"Porcello, Rick","Springer, George",,2630,,6,2017-10-09,0-0,Top 1,called_strike,2a933345-1ae8-4a11-b0d8-ccc60e5c3cdf
FT,94.8,94.5,"Price, David","Springer, George",308,2103,46,2,2017-10-08,1-0,Top 6,hit_into_play,1cc69e11-fd2a-448c-83f6-a0d29bacbb32
CH,87.7,,"Price, David","Springer, George",,1673,,13,2017-10-08,0-0,Top 6,ball,68c90d57-e47e-4208-b639-2ef1a049bf53
FC,91.3,,"Price, David","Springer, George",,2122,,8,2017-10-08,2-2,Top 4,swinging_strike,198bd0c0-9fd3-45ac-9683-3fa6bafe4b83
FT,95.6,,"Price, David","Springer, George",,2104,,13,2017-10-08,2-1,Top 4,called_strike,fa46c69a-08f9-48ab-b1bb-1389f8c4c23b
FT,95.2,,"Price, David","Springer, George",,2122,,11,2017-10-08,1-1,Top 4,ball,1034cf29-b904-49eb-af2e-df7831a66cb3
FT,96.2,,"Price, David","Springer, George",,2226,,5,2017-10-08,1-0,Top 4,foul,8f9e8027-bc2e-4031-9fb7-43124bbc466d
FC,90.4,,"Price, David","Springer, George",,2059,,13,2017-10-08,0-0,Top 4,ball,7153b5d7-de7e-4def-9e41-03bbc69108f8
SL,89.3,72.7,"Kelly, Joe","Springer, George",22,,-3,5,2017-10-08,2-0,Top 2,hit_into_play,79322e7e-e444-4274-ae80-e13df818f8df
SI,93.3,46.9,"Smith, Carson","Springer, George",7,2408,-12,13,2017-10-08,0-2,Top 9,hit_into_play,bba461a4-6c3f-4c5f-ba23-dc9473eabbc5
SI,92.5,85.6,"Fister, Doug","Springer, George",256,1948,19,2,2017-10-08,1-0,Top 1,hit_into_play,35a01914-0acf-4835-a40e-52cf71db00de
SL,84.2,,"Smith, Carson","Springer, George",,2834,,4,2017-10-08,0-1,Top 9,called_strike,0e36b131-9872-4f26-8f87-64ee0dca2751
SL,87.9,,"Kelly, Joe","Springer, George",,2718,,14,2017-10-08,1-0,Top 2,ball,675b459d-c2d6-4026-b570-821370fb2d8a
SL,87.3,,"Kelly, Joe","Springer, George",,2586,,14,2017-10-08,0-0,Top 2,ball,2715a646-0a92-4ccc-a5b2-0c5eb31b775a
SI,92.0,,"Fister, Doug","Springer, George",,2008,,14,2017-10-08,0-0,Top 1,ball,9378e523-344f-46a9-8d98-fba7a011f13c
SI,92.7,,"Smith, Carson","Springer, George",,2355,,12,2017-10-08,0-0,Top 9,foul,0c7b7110-bad0-4619-ac0a-7f4edf70c883
KC,78.4,100.1,"Pomeranz, Drew","Springer, George",366,2281,24,6,2017-10-06,0-1,Bot 3,hit_into_play,309e6f2e-4207-4384-9da0-008d9707277b
KC,76.9,,"Pomeranz, Drew","Springer, George",,2151,,6,2017-10-06,0-0,Bot 3,called_strike,c4f4b6ac-adb3-49a3-aec8-c7f4c460dce0
FT,96.9,,"Maddox, Austin","Springer, George",,2554,,12,2017-10-06,3-2,Bot 7,ball,21773ea3-6d2f-4eb5-b32b-2f6afd7c4ee6
FT,95.9,65.7,"Maddox, Austin","Springer, George",114,2482,74,11,2017-10-06,3-2,Bot 7,foul,d39068db-ed78-46ed-a92b-f998129e1593
CH,85.8,,"Maddox, Austin","Springer, George",,2150,,14,2017-10-06,3-2,Bot 7,foul,7ff87e6c-3c10-4a7f-bc1f-e6a920812f5b
FF,96.4,,"Maddox, Austin","Springer, George",,2597,,14,2017-10-06,2-2,Bot 7,ball,5cddf9c0-8a80-4aa5-832d-b82d1f4aff63
FF,95.0,,"Maddox, Austin","Springer, George",,2541,,14,2017-10-06,2-1,Bot 7,called_strike,28e6fc6f-f645-4168-8e48-30762f799a94
FF,95.3,,"Maddox, Austin","Springer, George",,2511,,11,2017-10-06,1-1,Bot 7,ball,80df5466-07ea-43c9-9085-aa38968aacff
FF,95.4,,"Maddox, Austin","Springer, George",,2504,,6,2017-10-06,1-0,Bot 7,swinging_strike,1da5e692-b284-4cff-9959-72f27a0e2b8e
FC,88.7,66.5,"Price, David","Springer, George",225,2173,35,1,2017-10-06,2-1,Bot 4,hit_into_play,3ce2aaa0-e975-4790-8b34-b9e07f0f7e17
CH,87.7,,"Price, David","Springer, George",,1451,,14,2017-10-06,2-0,Bot 4,called_strike,bdc62f16-e278-4617-a936-2091cdfa1fe0
FF,94.9,,"Maddox, Austin","Springer, George",,2469,,12,2017-10-06,0-0,Bot 7,ball,d26772d8-86fa-4cc7-9d4f-5290794b1cc3
FC,88.9,,"Price, David","Springer, George",,2119,,3,2017-10-06,1-0,Bot 4,ball,bb98e18c-cceb-4393-92d7-b71e677d213b
FC,90.2,,"Price, David","Springer, George",,2162,,13,2017-10-06,0-0,Bot 4,ball,00226097-0535-4e8f-aead-f2dd39c3ddfa
KC,77.9,78.1,"Pomeranz, Drew","Springer, George",5,2177,-35,12,2017-10-06,2-2,Bot 1,hit_into_play,2b183d6d-19e1-4116-bba9-9cabbe6ea52a
FF,91.9,72.3,"Pomeranz, Drew","Springer, George",152,2443,21,2,2017-10-06,2-2,Bot 1,foul,983fa1b0-ab23-4ab2-9a16-4fb357c328a5
KC,78.3,,"Pomeranz, Drew","Springer, George",,2209,,7,2017-10-06,2-1,Bot 1,swinging_strike,a71070fe-8060-48ec-8c6a-ad1b88a1d9a5
FF,91.0,,"Pomeranz, Drew","Springer, George",,2409,,11,2017-10-06,1-1,Bot 1,ball,038a10df-0f27-4967-9712-2a6e466df059
FF,92.0,76.4,"Reed, Addison","Springer, George",46,2160,2,14,2017-10-06,0-1,Bot 6,hit_into_play,954c79be-3b11-44b8-b779-b89525cafcd6
KC,78.7,,"Pomeranz, Drew","Springer, George",,2211,,13,2017-10-06,0-1,Bot 1,ball,0411ecd6-7d51-43c2-ad83-726ff90784b3
FF,89.8,69.0,"Pomeranz, Drew","Springer, George",175,2340,29,6,2017-10-06,0-0,Bot 1,foul,39f9f758-9fa2-4350-bf23-e6f2bac313f7
FF,91.8,,"Reed, Addison","Springer, George",,2188,,6,2017-10-06,0-0,Bot 6,called_strike,981a693e-96f6-4c6c-b7d5-c757ac090a1c
FT,94.2,,"Sale, Chris","Springer, George",,2348,,12,2017-10-05,1-2,Bot 5,swinging_strike,d2c2cf4e-8ba4-485b-a85f-dd59a0532421
SL,80.1,,"Sale, Chris","Springer, George",,2299,,13,2017-10-05,0-2,Bot 5,ball,3ce33c46-b43a-4ede-819a-09d981634157
FF,92.1,,"Sale, Chris","Springer, George",,2306,,2,2017-10-05,0-1,Bot 5,foul,7e42b227-f4ec-403f-8f4a-aa7004346f7a
SL,81.0,,"Sale, Chris","Springer, George",,2531,,14,2017-10-05,0-0,Bot 5,called_strike,c4fc4983-a634-45be-99db-a520b1a88baa
FF,94.3,,"Sale, Chris","Springer, George",,2359,,1,2017-10-05,1-2,Bot 3,swinging_strike,67fc54bb-e241-4479-b6ca-32da368607f7
FF,93.3,,"Sale, Chris","Springer, George",,2341,,12,2017-10-05,0-2,Bot 3,ball,9419d5bf-7eae-4ad8-9d90-8642f35ac13e
FF,92.9,,"Sale, Chris","Springer, George",,2319,,2,2017-10-05,0-1,Bot 3,called_strike,24a894ac-d5a8-43ed-aea4-416780abd004
CH,87.1,,"Sale, Chris","Springer, George",,2065,,14,2017-10-05,0-0,Bot 3,called_strike,1a18a4a1-3938-4bf0-84ed-c8fe78046790
SL,87.1,90.5,"Kelly, Joe","Springer, George",9,,-10,8,2017-10-05,1-1,Bot 6,hit_into_play,4bdc5294-7f5c-458a-9189-b117ddda7c57
SL,88.2,,"Kelly, Joe","Springer, George",,2723,,14,2017-10-05,0-1,Bot 6,ball,77f34e4d-4ad6-4d79-b844-d09445b5aa7e
FT,99.6,77.8,"Kelly, Joe","Springer, George",225,2528,49,6,2017-10-05,0-0,Bot 6,foul,49e8a996-c430-4e91-a5ce-87814dd0071b
FF,98.0,,"Sale, Chris","Springer, George",,2454,,7,2017-10-05,3-2,Bot 1,called_strike,67e222b8-f380-414a-8807-76575784f194
SL,81.3,,"Sale, Chris","Springer, George",,2565,,13,2017-10-05,2-2,Bot 1,ball,8018baf7-5a54-476a-a4d9-61b723ec4469
FF,97.5,,"Sale, Chris","Springer, George",,2442,,11,2017-10-05,1-2,Bot 1,ball,b734cdfc-082e-4a7f-91cc-fd509bba6b33
FF,97.1,,"Sale, Chris","Springer, George",,2535,,1,2017-10-05,0-2,Bot 1,ball,ff7a8c06-5295-40ff-af48-6fda3d6c38a3
SL,81.3,,"Sale, Chris","Springer, George",,2483,,7,2017-10-05,0-1,Bot 1,swinging_strike,2cca4654-78b6-4cc7-8ead-4e97eb6eca4c
FT,94.4,,"Sale, Chris","Springer, George",,2283,,14,2017-10-05,0-0,Bot 1,swinging_strike,645cb6c0-6e9f-4bfc-ae3b-38b236144c17
KC,77.5,100.5,"Pomeranz, Drew","Springer, George",9,2241,-17,3,2017-09-30,2-2,Top 6,hit_into_play,e8da85c1-0be9-4485-bcfe-d6eeee4dd3fb
KC,78.6,,"Pomeranz, Drew","Springer, George",,2232,,8,2017-09-30,1-2,Top 6,ball,3b943526-0fd6-42df-93e3-81b933d53021
FT,89.3,,"Pomeranz, Drew","Springer, George",,2230,,12,2017-09-30,1-1,Top 6,foul,d84510ee-0b15-45df-838d-601137554f08
FT,87.4,,"Pomeranz, Drew","Springer, George",,2305,,5,2017-09-30,1-0,Top 6,foul_tip,b14b4c82-173b-43f3-bc53-0ba9cfdcb545
FT,86.2,,"Pomeranz, Drew","Springer, George",,2163,,14,2017-09-30,0-0,Top 6,ball,b83e3eb0-6988-4cbf-b04e-3204060cb772
FT,91.2,,"Pomeranz, Drew","Springer, George",,2373,,13,2017-09-30,3-2,Top 3,ball,92aecd5a-a6ad-4a0e-80d2-c73f19830841
KC,79.8,,"Pomeranz, Drew","Springer, George",,2146,,13,2017-09-30,2-2,Top 3,blocked_ball,9e88ebbb-7e7a-4cec-94c5-78872823b7d3
KC,78.9,,"Pomeranz, Drew","Springer, George",,2169,,13,2017-09-30,1-2,Top 3,blocked_ball,57df3124-7425-4b49-a86e-3fdfe0c06b29
FF,89.6,69.7,"Pomeranz, Drew","Springer, George",180,2262,59,6,2017-09-30,1-1,Top 3,foul,e6c56815-a327-4622-ae73-b2d553f8769d
FT,89.8,69.6,"Pomeranz, Drew","Springer, George",190,2239,49,6,2017-09-30,1-0,Top 3,foul,9ff3ac05-139b-463e-8ade-6d2d6cef6559
FT,88.5,,"Pomeranz, Drew","Springer, George",,2189,,12,2017-09-30,0-0,Top 3,ball,86c3373d-b534-44e8-81b8-a066fb55ddca
FF,98.0,,"Kimbrel, Craig","Springer, George",,2537,,2,2017-09-30,1-2,Top 9,swinging_strike,60b9891b-14c5-4d68-9fb3-4d5c0b6074b7
FF,96.7,,"Kimbrel, Craig","Springer, George",,2452,,9,2017-09-30,1-0,Top 9,called_strike,66069f17-eb21-4a28-a36a-97ce5f326136
